Patient Zip,2014,2015
90001,"23,037","24,535"
90002,"21,738","24,233"
90003,"29,934","33,322"
90004,"16,550","17,599"
90005,"9,073","9,327"
90006,"17,499","19,219"
90007,"11,491","12,633"
90008,"16,408","16,496"
90009,460,468
90010,697,909
90011,"38,165","41,316"
90012,"6,496","7,865"
90013,"9,219","9,731"
90014,"4,460","4,722"
90015,"6,929","7,403"
90016,"21,012","21,478"
90017,"8,255","9,147"
90018,"20,344","21,776"
90019,"21,164","22,126"
90020,"8,458","8,676"
90021,"1,706","1,718"
90022,"25,102","26,389"
90023,"18,510","19,949"
90024,"8,493","9,654"
90025,"8,252","8,898"
90026,"17,635","19,029"
90027,"14,994","15,602"
90028,"10,075","10,489"
90029,"12,854","13,616"
90030,129,123
90031,"12,083","12,347"
90032,"16,350","17,394"
90033,"29,324","27,574"
90034,"14,105","14,002"
90035,"7,623","7,712"
90036,"7,775","8,139"
90037,"26,205","28,174"
90038,"8,559","8,783"
90039,"7,096","7,445"
90040,"4,358","4,565"
90041,"7,173","7,882"
90042,"17,974","19,230"
90043,"20,632","20,947"
90044,"44,329","48,098"
90045,"7,770","7,726"
90046,"10,513","10,731"
90047,"23,671","25,185"
90048,"7,249","6,869"
90049,"5,805","6,122"
90050,131,86
90051,130,155
90052,77,64
90053,67,66
90054,119,102
90055,81,111
90056,"2,732","2,789"
90057,"16,307","17,931"
90058,"1,630","1,775"
90059,"18,659","22,460"
90060,184,173
90061,"11,979","13,592"
90062,"13,853","14,221"
90063,"20,441","21,485"
90064,"5,453","6,091"
90065,"14,000","15,182"
90066,"11,424","12,337"
90067,726,819
90068,"3,729","4,000"
90069,"4,304","4,344"
90070,39,42
90071,104,121
90072,36,30
90073,105,234
90074,23,29
90075,113,114
90076,70,54
90077,"1,420","1,603"
90078,333,463
90079,15,15
90080,23,27
90081,72,91
90082,82,87
90083,52,61
90084,15,31
90086,226,198
90087,40,54
90088,17,24
90089,129,124
90090,1,4
90091,38,23
90093,89,115
90094,858,937
90095,217,185
90096,13,19
90097,5,5
90099,10,14
90101,17,14
90102,12,10
90103,5,3
90189,7,4
90201,"28,953","33,560"
90202,"3,382","1,029"
90209,148,104
90210,"4,009","4,129"
90211,"2,050","2,171"
90212,"2,649","2,747"
90213,181,162
90220,"22,469","24,315"
90221,"22,123","24,293"
90222,"13,141","15,157"
90223,87,88
90224,145,179
90230,"8,348","8,454"
90231,173,212
90232,"4,559","4,452"
90233,13,14
90239,94,83
90240,"6,224","6,371"
90241,"13,641","13,303"
90242,"13,634","13,627"
90245,"2,602","2,883"
90247,"17,553","18,679"
90248,"3,190","3,570"
90249,"9,445","10,156"
90250,"33,257","35,020"
90251,206,242
90254,"2,531","2,768"
90255,"25,142","27,236"
90260,"11,130","11,588"
90261,44,10
90262,"25,543","26,501"
90263,70,82
90264,50,51
90265,"2,009","2,231"
90266,"4,483","4,541"
90267,114,99
90270,"8,448","9,150"
90272,"3,555","3,648"
90274,"4,070","4,433"
90275,"7,807","8,205"
90277,"6,733","6,820"
90278,"8,095","8,450"
90280,"27,878","29,753"
90290,950,"1,030"
90291,"5,971","6,401"
90292,"5,178","6,014"
90293,"1,899","1,923"
90294,182,179
90295,200,156
90296,39,22
90301,"17,228","18,244"
90302,"11,299","11,346"
90303,"10,480","10,500"
90304,"9,114","9,639"
90305,"5,686","6,087"
90306,50,44
90307,68,56
90308,114,70
90309,77,63
90310,65,48
90311,2,2
90312,3,8
90313,7,6
90401,"3,360","3,772"
90402,"2,011","1,973"
90403,"4,845","5,226"
90404,"8,441","8,728"
90405,"5,818","6,581"
90406,270,257
90407,11,12
90408,53,57
90409,82,82
90410,5,10
90411,11,5
90501,"13,272","14,082"
90502,"4,956","5,777"
90503,"9,783","9,946"
90504,"7,778","7,982"
90505,"7,964","8,655"
90506,19,17
90507,31,24
90508,55,63
90509,99,21
90510,197,227
90601,"10,043","10,124"
90602,"10,114","10,367"
90603,"4,657","4,778"
90604,"11,495","11,670"
90605,"14,018","14,363"
90606,"11,821","12,260"
90607,162,158
90608,185,211
90609,72,86
90610,44,43
90612,21,2
90637,72,74
90638,"7,862","8,011"
90639,43,44
90640,"21,832","23,721"
90650,"32,768","33,801"
90651,150,145
90652,42,42
90659,3,
90660,"22,190","22,692"
90661,36,36
90662,32,22
90665,,2
90670,"5,222","5,421"
90671,5,3
90701,"3,683","3,669"
90702,114,112
90703,"5,738","5,894"
90704,"1,279","1,424"
90706,"25,306","26,186"
90707,253,250
90710,"9,150","9,770"
90711,142,95
90712,"8,082","8,205"
90713,"5,424","5,529"
90714,170,162
90715,"4,340","4,305"
90716,"3,004","2,943"
90717,"7,003","7,457"
90723,"17,847","18,854"
90731,"30,254","32,010"
90732,"6,573","6,532"
90733,191,269
90734,81,76
90744,"21,641","23,567"
90745,"18,239","19,767"
90746,"9,396","10,171"
90747,18,23
90748,203,186
90749,105,161
90755,"2,930","3,007"
90801,973,983
90802,"16,325","16,113"
90803,"4,798","4,770"
90804,"14,929","14,837"
90805,"37,738","39,980"
90806,"19,039","19,364"
90807,"8,583","8,697"
90808,"5,763","6,047"
90809,125,119
90810,"12,949","13,454"
90813,"33,547","34,645"
90814,"3,788","3,828"
90815,"6,513","6,705"
90822,13,12
90831,44,5
90832,43,39
90833,2,
90834,1,1
90840,7,45
90842,4,2
90844,5,2
90845,7,3
90846,2,1
90847,4,6
90848,1,
90853,44,35
90895,2,3
91001,"8,967","9,818"
91003,101,97
91006,"5,168","5,444"
91007,"5,532","6,066"
91008,113,163
91009,61,63
91010,"7,776","8,480"
91011,"3,127","3,189"
91012,57,58
91016,"10,893","11,980"
91017,224,247
91020,"2,355","2,343"
91021,50,46
91023,4,1
91024,"1,889","2,151"
91025,73,66
91030,"3,952","4,089"
91031,128,114
91040,"6,224","6,653"
91041,155,157
91042,"8,809","9,628"
91043,73,83
91046,73,93
91050,14,1
91051,1,
91066,75,101
91077,20,26
91101,"4,561","4,746"
91102,220,275
91103,"9,836","10,181"
91104,"9,933","10,853"
91105,"3,692","3,711"
91106,"4,402","4,779"
91107,"6,829","7,240"
91108,"1,417","1,505"
91109,366,426
91110,3,5
91114,74,97
91115,43,38
91116,50,35
91117,67,52
91118,15,23
91123,1,3
91124,1,6
91125,10,8
91126,20,20
91131,8,2
91175,3,2
91188,1,14
91191,1,
91201,"6,660","7,338"
91202,"5,685","6,459"
91203,"4,138","4,916"
91204,"6,903","7,434"
91205,"14,492","15,927"
91206,"9,914","10,544"
91207,"2,490","2,696"
91208,"3,605","3,746"
91209,266,233
91210,91,159
91214,"5,871","6,448"
91221,62,85
91222,42,36
91224,40,39
91225,105,129
91226,92,97
91301,"2,120","2,367"
91302,"4,248","4,415"
91303,"11,439","11,927"
91304,"16,710","18,127"
91305,192,181
91306,"15,884","17,599"
91307,"8,385","9,443"
91308,120,161
91309,145,127
91310,91,70
91311,"10,493","11,222"
91312,13,7
91313,122,133
91316,"9,011","9,522"
91321,"12,063","13,204"
91322,189,145
91324,"9,143","9,747"
91325,"10,567","11,223"
91326,"6,741","7,403"
91327,82,102
91328,412,391
91329,9,7
91330,28,23
91331,"45,497","49,397"
91333,93,83
91334,89,69
91335,"28,318","30,690"
91337,183,159
91340,"15,384","16,729"
91341,112,159
91342,"38,245","40,322"
91343,"24,278","25,445"
91344,"14,945","15,752"
91345,"7,143","7,609"
91346,269,197
91350,"7,696","8,437"
91351,"10,810","11,753"
91352,"18,933","19,975"
91353,199,201
91354,"5,050","5,436"
91355,"7,729","8,163"
91356,"10,345","11,089"
91357,216,208
91363,6,12
91364,"7,048","7,595"
91365,297,252
91367,"11,340","12,395"
91371,5,4
91372,89,96
91376,34,41
91380,277,311
91381,"3,390","3,619"
91382,13,16
91383,5,5
91384,"5,736","6,116"
91385,53,44
91386,234,188
91387,"11,898","13,275"
91388,16,23
91390,"3,549","4,089"
91392,224,175
91393,53,78
91394,100,85
91395,44,66
91396,63,100
91399,3,1
91401,"14,217","15,202"
91402,"32,408","34,323"
91403,"7,214","7,538"
91404,156,136
91405,"23,789","25,926"
91406,"20,204","21,684"
91407,93,80
91408,65,76
91409,230,252
91410,11,17
91411,"9,440","10,098"
91412,68,100
91413,249,258
91416,187,223
91423,"7,178","7,376"
91426,92,124
91436,"3,769","3,615"
91470,5,5
91482,2,1
91495,2,
91496,1,
91499,1,
91501,"5,051","5,299"
91502,"3,788","4,192"
91503,93,108
91504,"6,345","6,526"
91505,"8,413","8,401"
91506,"5,169","5,136"
91507,77,75
91508,43,48
91510,227,251
91521,3,3
91522,5,1
91523,1,3
91526,3,1
91601,"12,431","12,244"
91602,"3,693","3,930"
91603,291,249
91604,"6,132","6,483"
91605,"23,394","25,231"
91606,"17,155","17,626"
91607,"8,302","8,736"
91608,42,60
91609,65,82
91610,60,70
91611,1,5
91612,,3
91614,100,95
91615,92,119
91616,15,25
91617,51,61
91618,9,7
91702,"18,473","17,901"
91706,"27,838","27,421"
91711,"5,252","5,595"
91714,15,10
91715,91,77
91716,14,10
91722,"10,403","10,480"
91723,"6,320","6,440"
91724,"7,643","7,767"
91731,"9,607","10,249"
91732,"22,022","22,546"
91733,"15,446","16,790"
91734,199,228
91735,29,29
91740,"8,322","8,844"
91741,"5,532","5,555"
91744,"31,283","29,326"
91745,"11,715","12,346"
91746,"10,160","10,014"
91747,256,272
91748,"6,183","6,336"
91749,26,23
91750,"8,130","7,894"
91754,"8,302","8,818"
91755,"5,217","5,633"
91756,31,40
91759,32,37
91765,"4,633","4,783"
91766,"19,401","19,729"
91767,"17,604","18,558"
91768,"11,512","12,014"
91769,363,326
91770,"15,184","16,169"
91771,15,14
91772,18,29
91773,"9,064","9,931"
91775,"4,498","5,127"
91776,"9,110","9,883"
91778,108,180
91780,"6,958","7,912"
91788,86,81
91789,"5,074","5,398"
91790,"14,013","13,436"
91791,"8,606","8,428"
91792,"7,075","6,865"
91793,240,243
91795,3,3
91797,4,2
91799,12,8
91801,"12,652","13,652"
91802,249,214
91803,"6,965","7,463"
91804,20,11
91841,1,1
93510,"1,977","2,030"
93532,626,644
93534,"26,630","28,714"
93535,"43,509","47,423"
93536,"21,568","22,746"
93539,586,716
93543,"4,869","5,462"
93544,348,313
93550,"39,773","43,698"
93551,"14,474","16,079"
93552,"14,416","15,795"
93553,634,685
93563,35,27
93584,255,237
93586,38,32
93590,"1,383","1,624"
93591,"3,011","3,366"
93599,15,10
91129,5,4
90397,1,
91186,1,
91184,,1
90888,,1
90899,,3
91187,,1
91896,,2
