Patient Zip,2018,2019
90001,"29,182","30,190"
90002,"29,439","29,230"
90003,"39,995","42,057"
90004,"18,708","18,801"
90005,"10,779","10,996"
90006,"20,543","21,088"
90007,"13,297","13,296"
90008,"17,025","16,996"
90009,537,476
90010,928,936
90011,"47,279","48,524"
90012,"17,299","16,040"
90013,"10,597","9,973"
90014,"4,397","4,319"
90015,"7,972","8,327"
90016,"22,353","22,155"
90017,"9,414","10,251"
90018,"23,366","22,403"
90019,"22,880","22,657"
90020,"9,766","9,682"
90021,"1,988","1,884"
90022,"29,555","29,644"
90023,"21,331","21,840"
90024,"7,616","7,477"
90025,"9,287","8,871"
90026,"19,293","19,376"
90027,"16,347","14,826"
90028,"11,019","10,588"
90029,"14,221","13,881"
90030,112,98
90031,"13,684","14,166"
90032,"18,555","18,603"
90033,"24,339","25,038"
90034,"14,126","14,050"
90035,"7,816","7,971"
90036,"8,846","8,450"
90037,"32,565","32,468"
90038,"9,543","9,485"
90039,"7,631","7,691"
90040,"5,023","5,176"
90041,"7,448","7,532"
90042,"18,662","18,453"
90043,"23,411","22,699"
90044,"55,385","55,416"
90045,"7,787","8,084"
90046,"10,876","11,036"
90047,"28,183","28,224"
90048,"7,161","6,199"
90049,"6,715","6,613"
90050,111,84
90051,150,167
90052,68,73
90053,57,68
90054,118,105
90055,80,78
90056,"3,170","3,241"
90057,"20,557","20,386"
90058,"2,058","2,093"
90059,"28,077","30,100"
90060,184,158
90061,"17,467","17,835"
90062,"16,515","16,583"
90063,"22,974","23,859"
90064,"6,573","6,120"
90065,"15,943","15,887"
90066,"12,749","12,950"
90067,956,"1,013"
90068,"4,305","4,225"
90069,"4,590","4,462"
90070,62,70
90071,72,94
90072,43,47
90073,192,90
90074,38,47
90075,108,94
90076,50,47
90077,"1,753","1,667"
90078,338,285
90079,20,13
90080,20,13
90081,112,66
90082,74,61
90083,57,50
90084,16,21
90086,129,104
90087,55,84
90088,28,35
90089,187,164
90090,7,7
90091,38,37
90093,90,92
90094,"1,564","1,686"
90095,74,77
90096,20,21
90097,2,4
90099,10,5
90101,10,7
90102,6,6
90103,3,11
90189,4,3
90201,"38,509","39,147"
90202,281,257
90209,121,132
90210,"4,678","4,341"
90211,"2,481","2,459"
90212,"2,928","2,929"
90213,167,186
90220,"27,243","27,134"
90221,"26,962","26,440"
90222,"18,976","18,686"
90223,98,111
90224,214,200
90230,"9,135","9,281"
90231,187,187
90232,"4,829","4,656"
90233,12,5
90239,153,147
90240,"7,767","7,834"
90241,"15,421","15,836"
90242,"15,717","15,860"
90245,"2,997","2,967"
90247,"20,062","20,244"
90248,"3,972","4,222"
90249,"11,273","11,103"
90250,"37,448","36,764"
90251,342,344
90254,"2,789","2,804"
90255,"29,860","30,457"
90260,"12,131","12,088"
90261,22,32
90262,"29,005","28,564"
90263,121,104
90264,100,132
90265,"2,957","2,653"
90266,"4,602","4,821"
90267,145,180
90270,"9,987","10,004"
90272,"3,850","3,942"
90274,"4,540","4,622"
90275,"8,678","8,995"
90277,"7,263","7,043"
90278,"8,353","8,485"
90280,"34,028","34,135"
90290,"1,224","1,105"
90291,"7,045","6,768"
90292,"5,664","5,772"
90293,"2,180","2,265"
90294,123,96
90295,193,194
90296,30,25
90301,"17,586","16,650"
90302,"12,914","11,980"
90303,"11,468","11,429"
90304,"10,503","10,194"
90305,"6,707","6,544"
90306,75,73
90307,93,121
90308,91,84
90309,83,56
90310,48,40
90311,6,4
90312,12,9
90313,5,1
90401,"3,978","3,610"
90402,"2,318","2,205"
90403,"5,622","5,475"
90404,"9,194","8,135"
90405,"6,929","6,621"
90406,273,227
90407,24,11
90408,64,53
90409,65,57
90410,14,6
90411,8,4
90501,"14,876","14,728"
90502,"5,963","5,956"
90503,"10,355","10,462"
90504,"8,606","8,353"
90505,"8,461","8,702"
90506,7,18
90507,35,32
90508,54,29
