Patient Zip,2020,2021
90001,22825,23570
90002,21945,22970
90003,31898,33615
90004,13598,14339
90005,7983,8940
90006,15632,16285
90007,9819,10629
90008,12722,13138
90009,357,379
90010,788,825
90011,35692,38300
90012,12495,13444
90013,7627,7289
90014,3252,3746
90015,6446,7006
90016,15998,17151
90017,7607,8590
90018,16552,16698
90019,17323,17067
90020,7118,7595
90021,1691,1708
90022,22278,22301
90023,16490,16825
90024,4974,5768
90025,6478,7655
90026,13997,14841
90027,10376,11282
90028,7912,8680
90029,10046,10210
90030,62,96
90031,10266,10691
90032,13827,14435
90033,18224,18277
90034,10476,11221
90035,6128,6319
90036,6440,6322
90037,23140,24703
90038,6988,7446
90039,5391,5900
90040,3924,4119
90041,5676,6069
90042,13554,14319
90043,17646,19349
90044,41340,44952
90045,6308,6812
90046,8357,8710
90047,21629,23293
90048,4502,4844
90049,4818,5304
90050,48,61
90051,96,102
90052,38,46
90053,41,31
90054,82,87
90055,62,57
90056,2460,2798
90057,13421,13982
90058,1550,1485
90059,21278,22528
90060,156,141
90061,13307,14132
90062,12577,13164
90063,17925,17764
90064,4689,4889
90065,11797,12176
90066,9383,10565
90067,697,708
90068,3163,3419
90069,3620,3547
90070,38,29
90071,163,272
90072,41,44
90073,77,100
90074,34,27
90075,62,40
90076,58,34
90077,1256,1206
90078,234,196
90079,11,16
90080,24,22
90081,61,70
90082,63,64
90083,38,40
90084,19,16
90086,65,74
90087,33,31
90088,19,25
90089,61,109
90090,6,2
90091,53,40
90093,57,89
90094,1245,1521
90095,59,89
90096,17,12
90097,8,
90099,5,3
90101,6,1
90102,1,
90103,6,
90134,2,2
90174,1,
90189,1,1
90201,29543,31868
90202,131,149
90209,77,83
90210,3564,3567
90211,1852,1901
90212,2120,2227
90213,117,129
90220,19872,21805
90221,20110,21605
90222,13741,14546
90223,78,86
90224,173,175
90230,6744,7008
90231,114,157
90232,3966,3244
90233,5,10
90239,113,120
90240,6221,6753
90241,12333,13432
90242,12010,13477
90245,2376,2637
90247,15489,16564
90248,3459,3393
90249,8415,9117
90250,28590,30840
90251,277,229
90254,2303,2568
90255,23253,24758
90260,9175,10133
90261,15,19
90262,22050,24762
90263,55,55
90264,65,58
90265,2008,2221
90266,3837,4225
90267,87,91
90270,7707,8132
90272,2827,3190
90274,3504,4288
90275,6596,7686
90277,5733,6299
90278,6629,7532
90280,26284,29089
90290,930,956
90291,5161,5379
90292,4369,5012
90293,1776,1914
