"YEAR","ZIPCODE","DAILY_AVG_TEMP_Inf_0","DAILY_AVG_TEMP_0_1","DAILY_AVG_TEMP_1_2","DAILY_AVG_TEMP_2_3","DAILY_AVG_TEMP_3_4","DAILY_AVG_TEMP_4_5","DAILY_AVG_TEMP_5_6","DAILY_AVG_TEMP_6_7","DAILY_AVG_TEMP_7_8","DAILY_AVG_TEMP_8_9","DAILY_AVG_TEMP_9_10","DAILY_AVG_TEMP_10_11","DAILY_AVG_TEMP_11_12","DAILY_AVG_TEMP_12_13","DAILY_AVG_TEMP_13_14","DAILY_AVG_TEMP_14_15","DAILY_AVG_TEMP_15_16","DAILY_AVG_TEMP_16_17","DAILY_AVG_TEMP_17_18","DAILY_AVG_TEMP_18_19","DAILY_AVG_TEMP_19_20","DAILY_AVG_TEMP_20_21","DAILY_AVG_TEMP_21_22","DAILY_AVG_TEMP_22_23","DAILY_AVG_TEMP_23_24","DAILY_AVG_TEMP_24_25","DAILY_AVG_TEMP_25_26","DAILY_AVG_TEMP_26_27","DAILY_AVG_TEMP_27_28","DAILY_AVG_TEMP_28_29","DAILY_AVG_TEMP_29_30","DAILY_AVG_TEMP_30_31","DAILY_AVG_TEMP_31_32","DAILY_AVG_TEMP_32_33","DAILY_AVG_TEMP_33_34","DAILY_AVG_TEMP_34_35","DAILY_AVG_TEMP_35_36","DAILY_AVG_TEMP_36_37","DAILY_AVG_TEMP_37_38","DAILY_AVG_TEMP_38_39","DAILY_AVG_TEMP_39_40","DAILY_AVG_TEMP_40_Inf","DAILY_MAX_TEMP_Inf_0","DAILY_MAX_TEMP_0_1","DAILY_MAX_TEMP_1_2","DAILY_MAX_TEMP_2_3","DAILY_MAX_TEMP_3_4","DAILY_MAX_TEMP_4_5","DAILY_MAX_TEMP_5_6","DAILY_MAX_TEMP_6_7","DAILY_MAX_TEMP_7_8","DAILY_MAX_TEMP_8_9","DAILY_MAX_TEMP_9_10","DAILY_MAX_TEMP_10_11","DAILY_MAX_TEMP_11_12","DAILY_MAX_TEMP_12_13","DAILY_MAX_TEMP_13_14","DAILY_MAX_TEMP_14_15","DAILY_MAX_TEMP_15_16","DAILY_MAX_TEMP_16_17","DAILY_MAX_TEMP_17_18","DAILY_MAX_TEMP_18_19","DAILY_MAX_TEMP_19_20","DAILY_MAX_TEMP_20_21","DAILY_MAX_TEMP_21_22","DAILY_MAX_TEMP_22_23","DAILY_MAX_TEMP_23_24","DAILY_MAX_TEMP_24_25","DAILY_MAX_TEMP_25_26","DAILY_MAX_TEMP_26_27","DAILY_MAX_TEMP_27_28","DAILY_MAX_TEMP_28_29","DAILY_MAX_TEMP_29_30","DAILY_MAX_TEMP_30_31","DAILY_MAX_TEMP_31_32","DAILY_MAX_TEMP_32_33","DAILY_MAX_TEMP_33_34","DAILY_MAX_TEMP_34_35","DAILY_MAX_TEMP_35_36","DAILY_MAX_TEMP_36_37","DAILY_MAX_TEMP_37_38","DAILY_MAX_TEMP_38_39","DAILY_MAX_TEMP_39_40","DAILY_MAX_TEMP_40_Inf","DAILY_MIN_TEMP_Inf_0","DAILY_MIN_TEMP_0_1","DAILY_MIN_TEMP_1_2","DAILY_MIN_TEMP_2_3","DAILY_MIN_TEMP_3_4","DAILY_MIN_TEMP_4_5","DAILY_MIN_TEMP_5_6","DAILY_MIN_TEMP_6_7","DAILY_MIN_TEMP_7_8","DAILY_MIN_TEMP_8_9","DAILY_MIN_TEMP_9_10","DAILY_MIN_TEMP_10_11","DAILY_MIN_TEMP_11_12","DAILY_MIN_TEMP_12_13","DAILY_MIN_TEMP_13_14","DAILY_MIN_TEMP_14_15","DAILY_MIN_TEMP_15_16","DAILY_MIN_TEMP_16_17","DAILY_MIN_TEMP_17_18","DAILY_MIN_TEMP_18_19","DAILY_MIN_TEMP_19_20","DAILY_MIN_TEMP_20_21","DAILY_MIN_TEMP_21_22","DAILY_MIN_TEMP_22_23","DAILY_MIN_TEMP_23_24","DAILY_MIN_TEMP_24_25","DAILY_MIN_TEMP_25_26","DAILY_MIN_TEMP_26_27","DAILY_MIN_TEMP_27_28","DAILY_MIN_TEMP_28_29","DAILY_MIN_TEMP_29_30","DAILY_MIN_TEMP_30_31","DAILY_MIN_TEMP_31_32","DAILY_MIN_TEMP_32_33","DAILY_MIN_TEMP_33_34","DAILY_MIN_TEMP_34_35","DAILY_MIN_TEMP_35_36","DAILY_MIN_TEMP_36_37","DAILY_MIN_TEMP_37_38","DAILY_MIN_TEMP_38_39","DAILY_MIN_TEMP_39_40","DAILY_MIN_TEMP_40_Inf","DIURNAL_TEMP_RNG_Inf_0","DIURNAL_TEMP_RNG_0_1","DIURNAL_TEMP_RNG_1_2","DIURNAL_TEMP_RNG_2_3","DIURNAL_TEMP_RNG_3_4","DIURNAL_TEMP_RNG_4_5","DIURNAL_TEMP_RNG_5_6","DIURNAL_TEMP_RNG_6_7","DIURNAL_TEMP_RNG_7_8","DIURNAL_TEMP_RNG_8_9","DIURNAL_TEMP_RNG_9_10","DIURNAL_TEMP_RNG_10_11","DIURNAL_TEMP_RNG_11_12","DIURNAL_TEMP_RNG_12_13","DIURNAL_TEMP_RNG_13_14","DIURNAL_TEMP_RNG_14_15","DIURNAL_TEMP_RNG_15_16","DIURNAL_TEMP_RNG_16_17","DIURNAL_TEMP_RNG_17_18","DIURNAL_TEMP_RNG_18_19","DIURNAL_TEMP_RNG_19_20","DIURNAL_TEMP_RNG_20_21","DIURNAL_TEMP_RNG_21_22","DIURNAL_TEMP_RNG_22_23","DIURNAL_TEMP_RNG_23_24","DIURNAL_TEMP_RNG_24_25","DIURNAL_TEMP_RNG_25_26","DIURNAL_TEMP_RNG_26_27","DIURNAL_TEMP_RNG_27_28","DIURNAL_TEMP_RNG_28_29","DIURNAL_TEMP_RNG_29_30","DIURNAL_TEMP_RNG_30_31","DIURNAL_TEMP_RNG_31_32","DIURNAL_TEMP_RNG_32_33","DIURNAL_TEMP_RNG_33_34","DIURNAL_TEMP_RNG_34_35","DIURNAL_TEMP_RNG_35_36","DIURNAL_TEMP_RNG_36_37","DIURNAL_TEMP_RNG_37_38","DIURNAL_TEMP_RNG_38_39","DIURNAL_TEMP_RNG_39_40","DIURNAL_TEMP_RNG_40_Inf","HEATWAVE_CNT"
"2003","90001",0,0,0,0,0,0,0,0,0,0,3,1.92271119601286,1.07728880398714,20.1760760289826,30.5109178636857,30.9398468480991,36.7370155736969,29.4804467236464,21.548299485063,19.8223670317628,22.3810105246195,14.4703429520655,18.9997909139299,18.8897648001754,31.25429333806,23.8842822265656,20.1088852379941,12.2085646169199,5.20179460369367,2.38630123103988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.4586298691175,12.4909770147991,20.6950705621997,32.1133322204729,29.9462887669577,20.3783219448684,22.3782723777897,16.0989367583395,21.6588478042038,8.9809659886721,18.5896057622762,16.6633830292995,11.3276937356755,24.5084257857396,25.3613244928615,14.5989446831836,18.7088139236735,15.7493932206304,9.98547436952066,5.34943732834192,4.10964030045434,0.62399905595953,0.224221004963292,0,0,0,0,0.163246819504292,0.836753180495708,2.07728880398714,2.48092990571877,8.66484526125449,9.31302655825361,27.9235032745014,26.4215456596989,43.4090501665991,25.673343164215,26.2367025188278,20.1571083390122,18.322513968573,24.6293581143452,43.4576902973467,29.6908034113617,21.4086104056539,17.4135576096859,10.1019882957805,6.26268730462523,0.355446940559591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272853042490637,5.68370739345051,10.2295027180345,16.4032290477999,21.5220041374364,29.0884459578709,43.849521137216,26.3328168187006,16.3928716841326,20.6343189458004,28.1369347137936,24.0330463452995,43.3431597733594,25.6723778692625,28.7971519866692,9.80804661784381,8.97636365979945,2.74635934705301,2.07728880398714,0.603739836373562,0.396260163626438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25851061481417
"2003","90002",0,0,0,0,0,0,0,0,0,0,3,1.6774200994018,1.34945717931534,20.2401801459774,31.3841816112234,34.2842171300624,33.7393165632722,29.8702950619944,22.53264026762,18.1815273788528,23.1468665141872,18.3846852736024,15.2116201663641,26.366614927264,30.0331804099404,20.2642557062837,20.9894383654311,8.68941037541098,4.2184577884437,1.43623503535265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03769238422851,9.62392920619059,14.3785654065727,20.3594316664815,34.8249405107157,29.2845756939928,23.7636422366486,19.4004250023963,15.1834791375639,21.1247416986385,11.1811934253432,20.1565641735201,12.3490592828439,17.3596074164361,29.5607031006455,20.122931772707,16.9180917484105,16.6091260323844,12.6156460896954,8.07914974087425,4.09863005816106,2.77784950111348,0.190024714436062,0,0,0,0,0,0,1,2.69593012181681,1.71517823668968,9.23087042270206,8.11675607284868,24.7186224455504,26.4724544000691,45.212193856896,25.8194335293794,27.0680851661329,20.3906908600474,18.6492761022878,28.761210987376,42.1050538588318,29.3880950076849,20.5706364440598,17.3335297161308,9.19439190193344,6.28039827009702,0.277192599466052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277192599466052,7.37183468338579,10.6994074936755,18.4806936121066,20.4470179911679,31.8524995649371,42.7893256355058,24.4018295548424,18.4421110850018,22.5819804116548,28.9939084368254,24.075505150062,43.6279071166341,27.8858768921652,22.3505791313217,7.72792988801139,7.98486530059702,1.32733225136238,2.68220320127711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00196375574322
"2003","90003",0,0,0,0,0,0,0,0,0,0,2.99825038820469,1.51332869420318,1.48842091759213,21.5485855137407,30.5699507644529,34.6342167662367,34.9901818964423,28.8750539490021,23.5231569238604,18.91561091536,20.7215292475986,17.7175577485024,17.0627321800498,26.2215761639349,31.1043101666737,20.4238940028992,19.2194039227019,8.14861341100069,4.25903570218533,1.06459072535841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03290404157209,9.96788203892022,14.2007860164478,20.8715962387436,33.8156246809578,29.5545527392551,23.0580264011363,19.4900935340874,16.8171040193979,21.2001073950086,9.92358345814408,20.0661949285023,13.5143530795611,16.6354379867322,28.414926878657,21.6257173735679,17.4928967353784,14.8589106065162,13.2572215517533,7.96175475301338,4.20625410530458,2.74404917422479,0.290022263117824,0,0,0,0,0,0.00434565700316916,1,2.74321881801516,1.47929261289883,9.68088995998541,8.33796882002184,29.7519570137043,25.6812861992146,43.6905169176271,24.8300595759241,25.9934347193895,20.1102103881239,18.9167775196812,31.4285503710962,43.8433014165985,27.8011788158785,20.3593990042304,15.3601054671571,9.04365577793174,4.86163805251507,0.0822128930035497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822128930035497,5.3054993031196,9.33834238211563,15.6815119531706,20.6252006331655,31.1411661871205,43.7523372590719,28.7074746172167,19.7326236551867,19.3520297428096,28.4367888371094,23.2800744478048,43.0799475249159,26.2327311036555,27.8410488070847,7.90506542953025,9.33755998019497,1.48546844347462,2.67857114324646,1,0.00434565700316916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92336577314686
"2003","90004",0,0,0,0,0,0,0,0,0,0,3.32339368892095,1.67660631107905,1.49712470776831,26.3567376510336,25.1228145852592,32.8599000934157,37.8491956481212,25.9329924553928,22.3439144407621,20.3077163656899,17.1051839673799,18.7881633268297,21.0058126381237,25.435175083358,27.9893515099052,23.5280377554369,17.2387594459413,8.70395951349451,6.4892418192165,1.44591899287148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18359873494639,5.41891097194196,9.72102959675893,19.0432734811196,21.9159229531077,29.1946040821206,30.4235484839054,22.1842864571776,20.6818991089088,16.3222581835187,16.8771492548109,13.2827630652889,19.0594610127322,13.6880017539851,19.3230986518688,23.584403093258,22.5547949038233,16.7993069675867,16.3697297333791,11.6520007139602,7.82251690489657,4.18631130666406,2.59620766140971,0.1149229228309,0,0,0,0,0,0,0.477360031784769,0.941660349706629,2.09052298881689,5.13967173307657,9.01302107072147,22.1925365775436,32.8870953146084,41.8685210984224,27.5364077258555,22.3386831105392,23.304148159769,19.3859580781845,32.2878069954273,37.5376228780366,30.8658031625629,21.0889947444553,18.724580682223,11.7309780282011,5.57022031493399,0.0184069551307913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290609907536921,3.35110643266684,12.0482793820931,16.0928536071016,22.0009353196797,29.8698339981551,35.4161684796828,33.3513668618003,19.9530280813336,22.6113045524876,23.7172280479974,28.3405310062249,38.2190715041381,33.4441514901795,25.1743123828317,10.4518650702636,5.64524978845873,3.5757722897593,0.820744447992506,0.625587349616739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2210347303262
"2003","90005",0,0,0,0,0,0,0,0,0,0,3.07126467515271,1.73216850441365,1.3178062786654,23.5170791077272,26.3350614344575,31.5474472181937,38.5767363770236,26.1630649083929,24.9325173667075,19.8537265815522,19.1656288701451,16.8276419328238,20.5283446969471,26.0440256599814,28.2329699503639,25.7434425147507,14.2383258911274,10.2025116414306,5.22519382828172,1.74504256186208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56072217961943,5.50870167992041,10.2904163431361,17.9638495076101,22.6827147957798,32.3214648975452,29.4651966577736,21.2362617715878,21.1379296057851,17.2335899471855,16.9919491025321,13.9964465539224,18.6346347792224,15.6072660183633,20.4609178828373,24.5622270644596,20.7922961728476,17.0356800777952,12.8615954300508,12.2527608715368,7.12954648788156,3.12381956213084,1.79373522958513,0.35627738089194,0,0,0,0,0,0,0.424930894526319,0.872262074280594,1.43441813092653,4.35563707687745,9.08679105557091,18.8965903876645,31.3269650769121,41.8633508478831,28.811455327779,26.0577433189771,20.2314093599714,19.7506468267055,27.1098313646042,39.2755583185614,31.3853395078754,24.2696502028539,17.9691412883787,13.8495306411504,7.85140643158187,0.177341866919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204029009435752,6.30851461339303,12.3394880813636,17.529202001282,22.8847695080508,29.4414686971087,39.0620470873207,29.0364105362371,19.844082335539,21.4650215130145,24.399506868629,29.8346442280917,40.798763525014,30.1279805325648,22.5335837466547,10.1992101074081,4.76952295791586,2.67893199052129,0.869707988494024,0.673114671961379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46519699741176
"2003","90006",0,0,0,0,0,0,0,0,0,0,3.54838932798115,1.28226681590037,1.16934385611848,22.2539401397838,25.6968512781349,30.6125803506967,39.9371487126088,25.3510997269259,24.189147016373,19.4866838395808,20.5439005493617,12.0368425971367,20.4087349579941,21.888099269841,28.4650167355788,28.233934404138,17.6263767741868,12.6312738809681,7.24400014292805,2.39436962376285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395062949350335,5.01165174612035,10.191173133431,17.1013719130975,20.2991609375528,30.0383498547327,30.9295836017273,20.1557866921086,22.577629821436,17.0982054126037,18.3082059169347,10.7848058950063,16.3571204401715,15.2580919420406,12.4837054993295,25.7470565959847,26.4805531798993,15.2184509404223,16.3113670891393,16.3936523492748,9.45445715988265,4.06189266634007,4.09976958507821,0.242894678335726,0,0,0,0,0,0,1.39269895424802,1.02402772689851,2.98125953006925,3.88683259305803,7.74859432668922,23.2567248629315,27.6614654678675,43.2054530927613,29.5524761611983,24.2255461657998,20.6527846717054,18.4318123415511,25.9674781884708,37.9691884849419,31.8862335912143,24.2389815802009,18.6015584548916,13.7501474286786,8.13318268421409,0.433553692609817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23310454442641,10.237049095462,15.8701216263062,19.214622361127,27.6992724696681,39.3969100569679,29.8963091739858,21.9356566672783,19.0849484584821,21.0839225296048,30.1476985518358,35.121517905352,32.7451532766599,33.1447341060435,12.1798857064093,7.76174309746124,3.40344944081318,2.14704572148504,1.37164342478594,0.325211785845349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07647250875987
"2003","90007",0,0,0,0,0,0,0,0,0,0,2.85703896768741,1.75718010603233,1.38578092628025,21.8433613309728,26.1668086480429,30.5815180978649,39.1512482990445,26.966865294668,25.040095052501,18.1235720273311,20.855598401696,13.8250720884699,19.7768964754439,18.6058833846435,28.4888854115578,27.8283019001919,18.117088733868,13.9425913939505,6.69196509361688,2.64961840471447,0.344629961422057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.57926484465245,15.6751086104462,21.3649152663526,30.3095168462903,31.6330547398843,19.5957549155061,21.4677843586671,16.4580079541273,19.8539183010478,9.64621013811226,19.6839996149929,15.7641263746935,10.6050805827561,24.8237799491121,24.9507127332435,16.3772101965863,17.6805027369467,17.2338282256352,8.11273976556768,3.93735482653793,4.03797195681158,1.05455976311955,0.154597298910495,0,0,0,0,0.105325981469939,0.857038967687413,1.98630165771864,1.85854726999134,5.72882012285716,8.67816913828572,22.5288927806037,28.4126324208295,42.8493359953224,26.9617493716479,27.317968864292,20.9603810231351,18.5465967842619,23.1465746877709,38.8248207953145,30.6200229607207,22.8336114603396,20.0401394792283,12.8415383200956,8.5131842455008,1.38834767292685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294535719162591,4.12082725703254,9.29058518674572,17.1008277803313,19.9204596830361,25.0864293062517,37.71063544693,32.9214752066166,18.738002237365,18.2947372442191,24.0144760989007,29.6783567562752,32.0933078319248,33.4475880978068,33.8233966549712,12.1592063204129,8.56816845425425,3.49998113441411,2.83018472091355,0.881494077816122,0.505687724663379,0.0196370599561302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22208372679828
"2003","90008",0,0,0,0,0,0,0,0,0,0,3.4480359086919,1.47323943621412,2.88028273241908,24.5164527238866,30.475623004967,35.4510927213397,35.4210252023634,29.5551008487297,24.9838663207113,16.8617591918009,21.5592790547998,18.5607010711969,25.9718691269474,28.3416330519914,26.6606317824606,18.6978295905329,11.3805804507773,7.24952669630344,1.51147108386658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23834703723289,7.23651867242012,11.1279359973942,17.5692339420242,28.7199567526119,34.0992454901915,27.2764030383951,19.4119731504046,20.6961787595461,21.0800055197285,15.1259622553228,15.6647417747602,18.624787630265,18.0784756565085,25.5841598056891,23.6233318098182,17.4747065808927,13.7337191889211,10.4909188477124,10.7346065370888,4.69603028608815,2.09208195701507,0.620679309968891,0,0,0,0,0,0,0.0321139034634841,0.721834493917302,1.3768776356019,2.21545350457485,4.50467577382659,10.4975479501648,23.9113461831578,32.2832077596148,41.1377641417094,25.577331056656,26.2727462839374,25.7331087576396,21.3711600504988,34.6018728534545,42.847135695208,28.665699508945,19.9711298701983,13.3567588110344,8.1094986855508,1.69238104840056,0.12035603244577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108525932014563,1.88979309227434,6.44515869474051,11.8326085963407,18.9187650413523,27.4052376045952,37.8470132692582,36.9186776077995,25.1715828917104,23.3237776031923,26.5845558659965,27.8080986566442,34.0485909807889,35.6673307097073,25.9121751885429,13.5086575394119,5.70498736754685,3.29736164465206,1.71440362255978,0.502945062529481,0.38975302834211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65615224673798
"2003","90010",0,0,0,0,0,0,0,0,0,0,3.02527234503286,1.73818140982524,1.40387090852691,23.6898841331352,26.1986591641842,31.8153921724973,38.3242693172048,26.4351241663297,25.0337142140006,19.7349605657204,18.9827980788787,17.1668870957657,20.6190407940231,26.0622371842079,28.2799317697472,26.0998537672981,13.4473280171743,10.3957383123374,4.81845971399705,1.72839687011331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69474639995804,5.70466323949564,10.1421957336265,18.3347625558772,22.9233945945119,32.6494117514238,29.125753568295,21.4588577969474,20.8044705495935,16.9651185166404,16.8861204825586,14.6560902477055,18.5591753677468,16.4304225239079,20.8253026283325,24.3371198268492,20.1329764776007,16.8604819255723,12.6720146825521,12.0094878218325,6.91667602473236,2.85183446905224,1.66974977002526,0.389173045162882,0,0,0,0,0,0,0.265684389394714,0.970861855747186,1.15262680002098,4.35552257500761,9.23603201828507,18.3792562056253,31.818542756937,41.5159622164649,29.031611153993,26.1774169043078,19.9589240610483,20.0326851268132,27.2270503359223,39.1651481431481,31.3692771938097,24.4450283188512,18.041079905107,13.7668053272212,7.87921081218637,0.211273900109036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284104636704285,6.78245197286981,12.5888258772646,17.5613590372771,23.6723953814651,29.7450966179201,38.7300861490963,28.6426054228282,20.0388605116868,21.3756343637708,24.8249025686765,30.3027813000193,40.704793967754,30.7076002811133,20.55629241102,10.1329254207714,4.73328715689163,2.22682387770793,0.886942410626269,0.502230634536613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49776936546339
"2003","90011",0,0,0,0,0,0,0,0,0,0,2.76370783795693,2.06838748671384,1.16790467532922,21.284912037253,27.1650893572874,30.2964156857258,38.0774519382229,25.7768150362929,26.8133667560776,17.6957125233075,20.1410616690391,14.0656472772206,19.1668423738091,16.9253672290885,29.4995497256299,27.1637505086109,19.6380596056667,15.210223749025,6.85907202829503,2.81824385680236,0.402418642645784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.20247738726707,12.9487124479476,21.5953358541713,30.5066396976241,30.289269976181,19.6433600966934,23.5101135183428,14.7823070290306,20.4786298006445,8.96652553944129,19.1295331835653,17.1656220165514,10.3346544317894,20.9491053673298,26.1565699089748,16.9816165313398,17.3925255092249,18.1223374480263,10.4014410708504,5.39893358961755,4.46200240886698,1.14487220448082,0.437414982038667,0,0,0,0,0.132778520658211,0.679638109073495,2.43774233659698,1.99866801636281,6.84793546038883,8.10488419308358,23.3673709333899,29.8234873133341,43.7591295817367,26.0635515718179,26.4248973754398,20.7783986566185,17.4322272250023,23.2631887008375,36.1480586117822,33.6227671311531,22.8547487035234,19.4532687308784,12.3575152167709,8.91852686838024,0.531216743171241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802919327502869,2.32664347538291,9.11761258383621,15.8722595398044,18.9543500728855,24.9310765490154,35.5002058986693,34.6432155182528,19.2606967989162,19.2501934171089,20.3417567046808,28.3352065515177,30.1113766262347,37.8107544534571,32.0284262255435,18.4698928231799,7.01095243485014,6.21112037287053,2.1880977207915,1.87728884632774,0.545802933266271,0.132778520658211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35088548795642
